sku,main_category,sub_category,child_category,product_name,product_feature_image,product_description,current_price,previous_price,stock,policy,product_type
1wsssct8412,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Maggi Star Seasoning 100 Cubes,https://worldshops.co.uk/assets/front/img/no-img.png,"Maggi Star Seasoning Maggi Cube (100 Cubes) are excellent sources of Iron and Iodine. These seasoning cubes work excellently at delivering the spice and flavour you need in your dish, with its simple design all you need to do is add and stir. A fantastic taste with a wonderful aroma. 

400g.",1.99,,,,normal
1wsssct8413,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,"Regal Original Fish Batter
",https://worldshops.co.uk/assets/front/img/no-img.png,Regal Original Fish Batter (1kg) perfect for fish. Fantastic to coat your fish for a tasty fish fry mix. ,2.79,,,,normal
1wsssct8414,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Natco Tarragon,https://worldshops.co.uk/assets/front/img/no-img.png,"Tarragon is a versatile herb, and is a key herb in French cuisine (it's an essential ingredient in sauce Bernaise), and goes very well with eggs, cheese and poultry. When you don't have fresh leaves to hand, these are a perfect alternative.

Storage instructions: Store in cool dark place away from direct sunlight and strong odours. Once opened, keep tightly closed and consume with in BBE. Packed in protective environment.

Suitable for Vegetarians",0.99,,,,normal
1wsssct8415,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,"Natco Marjoram
",https://worldshops.co.uk/assets/front/img/no-img.png,"Deliciously versatile, marjoram is used in a variety of foods including soups, salads and sauces. Marjoram is a member of the mint family alongside sage and basil, and has an aromatic and subtle flavour. While mainly used in savoury cooking, in more recent years it's started to feature in cocktails.

Storage instructions: Store in cool dark place away from direct sunlight and strong odours. Once opened, keep tightly closed and consume with in BBE. Packed in protective environment.

Suitable for Vegetarians",0.79,,,,normal
1wsssct8416,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Goldenfry Natural Breadcrumbs 175g,https://worldshops.co.uk/assets/front/img/no-img.png,"Natural Breadcrumbs provide the perfect coating for fish, poultry, meat or vegetables. Easy to use, they are also ideal for sprinkling over baked or grilled dishes to provide a delicious crunchy topping.",0.99,,,,normal
1wsssct8417,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Aagrah Machli Spice Blend,https://worldshops.co.uk/assets/front/img/no-img.png,"HEAT LEVEL: MILD/MEDIUM

SIZE: 50g (up to 12 servings per pot)

Machli (fish) Masala is found is many Indian restaurants, but you will have to go a long way to find one as delicious as the one you will make at home with Aagrah Machli Spice Blend. ",3.49,,,,normal
1wsssct8418,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Regal batter mix,https://worldshops.co.uk/assets/front/img/no-img.png,"Regal batter mix- 170g

A traditional batter mix like the ones used in Yorkshire fish shops; suitable for fish, chicken and vegetables.",1.49,,,,normal
1wsssct8419,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Golden Fry farmhouse dumpling mix,https://worldshops.co.uk/assets/front/img/no-img.png,"Golden Fry Farmhouse Dumpling Mix. Goldenfry Farmhouse Style Dumpling Mix Makes 8 dumplings in 20 minutes. No artificial flavours or preservatives. Preparation and Usage For perfect Dumplings every time, follow these simple steps: Empty the contents into a mixing bowl. Add 75ml (5 tablespoons) of cold water. Mix together with a fork until a firm dough is formed. Using floured hands, divide the mixture and shape into 6 large dumpling balls or 8 small dumpling balls.",0.79,,,,normal
1wsssct8420,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Best One hot chilli seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,Best One hot chilli seasoning with grinder freshly ground for better taste.,1.99,,,,normal
1wsssct8421,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropics Extra Crispy Chicken Hot Fry Mix,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics Extra Crispy Chicken Hot Fry Mix. 
Made with the finest Madagascan black pepper, and a secret signature blend of spices and herbs. Enjoy the crunch in every bite.

",2.49,,,,normal
